row_idx,question,answer,response,is_correct
43,اس کی غذائیت کی معلومات کے مطابق، چپس کے ایک بیگ میں فی سرونگ 250 کیلوریز ہوتی ہیں۔ اگر 300 گرام کے بیگ میں 5 سرونگ ہیں، تو آپ کتنے گرام کھا سکتے ہیں اگر آپ کا روزانہ کیلوری کا ہدف 2000 ہے اور آپ پہلے ہی 1800 کیلوریز لے چکے ہیں؟,48,"<reasoning>
ہمیں پتہ ہے کہ چپس کے ایک بیگ میں 5 سرونگ ہوتی ہیں اور ہر سرونگ میں 250 کیلوریز ہوتی ہیں۔ پہلے ہم چپس کے ایک بیگ میں کل کیلوریز کی تعداد پتہ لگائیں گے:

5 سرونگ × 250 کیلوریز = 1250 کیلوریز

اب ہمیں پتہ ہے کہ 300 گرام کے بیگ میں 1250 کیلوریز ہوتی ہیں۔ ہمیں اب یہ پتہ لگانا ہے کہ 1 گرام چپس میں کتنی کیلوریز ہوتی ہیں:

1250 کیلوریز ÷ 300 گرام = 4.1667 کیلوریز/گرام

اب ہمیں پتہ ہے کہ آپ کا روزانہ کیلوری کا ہدف 2000 ہے اور آپ پہلے ہی 1800 کیلوریز لے چکے ہیں۔ اب آپ کو 2000 - 1800 = 200 کیلوریز کھانے ہیں۔

اب ہمیں پتہ ہے کہ 1 گرام چپس میں 4.1667 کیلوریز ہوتی ہیں، تو 200 کیلوریز کے لیے ہم یہ پتہ لگائیں گے کہ کتنے گرام چپس کھا سکتے ہیں:

200 کیلوریز ÷ 4.1667 کیلوریز/گرام ≈ 48 گرام

اس طرح، آپ کو 48 گرام چپس کھانے ہیں۔
</reasoning>

<SOLUTION>48 گرام</SOLUTION>",True
44,چارلی شہد کے موم کی موم بتیاں بیچنا چاہتا ہے۔ ہر ایک پاؤنڈ موم سے وہ 10 موم بتیاں بنا سکتا ہے۔ ایک پاؤنڈ موم اور بتیوں پر سامان کی لاگت 10 ڈالر آتی ہے۔ اگر وہ ہر موم بتی 2 ڈالر میں فروخت کرے، تو 20 موم بتیاں بنانے اور بیچنے پر اس کا خالص منافع کتنا ہوگا؟,20,"<reasoning>
چارلی ہر پاؤنڈ موم سے 10 موم بتیاں بناتا ہے۔ اس کے پاس 20 موم بتیاں بنانے کے لیے 2 پاؤنڈ موم کی ضرورت ہوگی۔

ہر پاؤنڈ موم اور بتیوں پر سامان کی لاگت 10 ڈالر ہے۔ اس لیے 2 پاؤنڈ موم کی لاگت 2 × 10 = 20 ڈالر ہوگی۔

چارلی ہر موم بتی 2 ڈالر میں فروخت کرتا ہے۔ 20 موم بتیاں فروخت کرنے پر کل فروخت کی قیمت 20 × 2 = 40 ڈالر ہوگی۔

خالص منافع = کل فروخت کی قیمت - کل لاگت = 40 - 20 = 20 ڈالر
</reasoning>

<SOLUTION>20 ڈالر</SOLUTION>",True
45,میریڈتھ ایک فری لانس بلاگر ہے جو صحت کے موضوعات پر لکھتی ہے اور روزانہ اپنے مستقل کام کے طور پر کلائنٹس کو مضامین پیش کرتی ہے۔ ایک بلاگ آرٹیکل پر تحقیق کرنے اور لکھنے میں اوسطاً 4 گھنٹے لگتے ہیں۔ پچھلے ہفتے، اس نے پیر کو 5 مضامین لکھے اور منگل کو پیر کے مقابلے میں 2/5 گنا زیادہ مضامین لکھے۔ بدھ کو، اس نے منگل کے مقابلے میں دوگنا مضامین لکھے۔ ان تین دنوں میں مضامین لکھنے پر صرف ہونے والے کل گھنٹوں کا حساب لگائیں۔,104,"<reasoning>
میریڈتھ کی تحقیق اور لکھنے میں اوسطاً 4 گھنٹے لگتے ہیں۔

- پیر کو 5 مضامین لکھے گئے۔  
  وقت = 5 × 4 = 20 گھنٹے

- منگل کو پیر کے مقابلے میں 2/5 گنا زیادہ مضامین لکھے گئے۔  
  منگل کے مضامین = 5 + (2/5 × 5) = 5 + 2 = 7  
  وقت = 7 × 4 = 28 گھنٹے

- بدھ کو منگل کے مقابلے میں دوگنا مضامین لکھے گئے۔  
  بدھ کے مضامین = 2 × 7 = 14  
  وقت = 14 × 4 = 56 گھنٹے

کل گھنٹے = 20 + 28 + 56 = 104 گھنٹے
</reasoning>

<SOLUTION>104 گھنٹے</SOLUTION>",True
46,کینڈیس نے کافی شاپ میں اپنی نوکری پر جانے سے پہلے اپنے پرس میں 80 پوسٹ-اٹ نوٹس رکھے۔ راستے میں، وہ ایک دکان پر رکی اور پوسٹ-اٹ نوٹس کا ایک پیکٹ خریدا۔ کام پر، اس نے 220 مختلف کافی کے کپوں میں سے ہر ایک پر ایک پوسٹ-اٹ نوٹ لگایا۔ اگر اس کے پاس مجموعی طور پر 23 پوسٹ-اٹ نوٹس باقی تھے، تو اس کے خریدے ہوئے پیکٹ میں کتنے پوسٹ-اٹ نوٹس تھے؟,163,"<reasoning>
کینڈیس نے پہلے 80 پوسٹ-اٹ نوٹس رکھے تھے۔ اس نے کام پر 220 کافی کے کپوں میں سے ہر ایک پر ایک پوسٹ-اٹ نوٹ لگایا، جس کا مطلب ہے کہ اس نے 220 پوسٹ-اٹ نوٹس استعمال کیے۔

اگر اس کے پاس مجموعی طور پر 23 پوسٹ-اٹ نوٹس باقی تھے، تو اس کے پاس کام پر استعمال کرنے سے پہلے کل کتنے پوسٹ-اٹ نوٹس تھے، یہ یوں نکالا جا سکتا ہے:

80 (شروع میں رکھے گئے نوٹس) - 220 (استعمال کیے گئے نوٹس) + 23 (باقی نوٹس) = 183

لیکن یہ 183 نوٹس کی کل تعداد ہے۔ اس کے پاس اصل میں 80 نوٹس تھے، اس لیے وہ 183 - 80 = 103 نوٹس خریدی ہوئی ہے۔
</reasoning>

<SOLUTION>103</SOLUTION>",False
47,جان نیلی ٹائیوں کے مقابلے میں دگنی سرخ ٹائیاں خریدتا ہے۔ سرخ ٹائیوں کی قیمت نیلی ٹائیوں سے 50 فیصد زیادہ ہے۔ اس نے نیلی ٹائیوں پر 200 ڈالر خرچ کیے جن کی قیمت 40 ڈالر فی ٹائی تھی۔ اس نے ٹائیوں پر کل کتنا خرچ کیا؟,800,"<reasoning>
جان نیلی ٹائیاں خریدتا ہے جن کی قیمت 40 ڈالر فی ٹائی ہے۔ اس نے نیلی ٹائیوں پر 200 ڈالر خرچ کیے، جو 200 ÷ 40 = 5 ٹائیاں ہیں۔

نیلی ٹائیوں کی قیمت سرخ ٹائیوں سے 50% زیادہ ہے، جس کا مطلب ہے کہ سرخ ٹائیوں کی قیمت نیلی ٹائیوں کی قیمت کی 150% ہے۔

نیلی ٹائی کی قیمت 40 ڈالر ہے، تو سرخ ٹائی کی قیمت 40 × 1.5 = 60 ڈالر ہے۔

جان نے 5 نیلی ٹائیاں خریدیں، اور اس نے دگنی سرخ ٹائیاں خریدیں، یعنی 5 × 2 = 10 سرخ ٹائیاں۔

سرخ ٹائیاں کی کل قیمت 10 × 60 = 600 ڈالر ہے۔

نیلی ٹائیاں کی کل قیمت 200 ڈالر ہے۔

کل خرچ 200 + 600 = 800 ڈالر ہے۔
</reasoning>

<SOLUTION>800 ڈالر</SOLUTION>",True
48,ٹریسی نے باغ میں ٹماٹر کے پودوں کو سہارا دینے کے لیے 4 فٹ لمبی تار استعمال کی۔ اس تار کو 6 انچ لمبے ٹکڑوں میں کاٹا گیا۔ اسے کل کتنے ٹکڑے حاصل ہوئے؟,8,"<reasoning>
ٹریسی نے 4 فٹ لمبی تار استعمال کی۔ 1 فٹ = 12 انچ ہوتا ہے، اس لیے 4 فٹ = 4 × 12 = 48 انچ۔ اب یہ تار 6 انچ لمبے ٹکڑوں میں کاٹا گیا۔ اس لیے ٹکڑوں کی تعداد 48 ÷ 6 = 8 ہوگی۔
</reasoning>

<SOLUTION>8 ٹکڑے</SOLUTION>",True
49,رچرڈ ایک 15 منزلہ عمارت میں رہتا ہے جس کی ہر منزل پر 8 یونٹس ہیں۔ عمارت کا تین چوتھائی (3/4) حصہ آباد ہے۔ عمارت میں کل کتنے یونٹس خالی ہیں؟,30,"<reasoning>
رچرڈ کی عمارت 15 منزلہ ہے اور ہر منزل پر 8 یونٹس ہیں۔ پہلے ہم عمارت میں کل یونٹس کی تعداد پتا لگائیں۔

کل یونٹس = 15 منزل × 8 یونٹس = 120 یونٹس

عمرت کا تین چوتھائی حصہ آباد ہے، جس کا مطلب ہے کہ 1/4 حصہ خالی ہے۔

خالی یونٹس = 120 × 1/4 = 30 یونٹس
</reasoning>

<SOLUTION>30 یونٹس</SOLUTION>",True
50,لائیڈ کا انڈوں کا ایک فارم ہے۔ اس کی مرغیاں روزانہ 252 انڈے دیتی ہیں، جنہیں وہ 2 ڈالر فی درجن کے حساب سے بیچتا ہے۔ لائیڈ ایک ہفتے میں انڈوں سے کتنی کمائی کرتا ہے؟,294,"<reasoning>
لائیڈ کی مرغیاں روزانہ 252 انڈے دیتی ہیں۔ ایک ہفتے میں 7 دن ہوتے ہیں، تو 252 × 7 = 1764 انڈے ہوتے ہیں۔  
انڈے درجن (12) کے حساب سے بیچے جاتے ہیں، تو 1764 ÷ 12 = 147 درجن انڈے ہوتے ہیں۔  
ہر درجن کی قیمت 2 ڈالر ہے، تو 147 × 2 = 294 ڈالر کمائی ہوتی ہے۔
</reasoning>

<SOLUTION>294 ڈالر</SOLUTION>",True
51,ٹام کی کشتی 10 میل فی گھنٹہ کی رفتار سے سفر کر سکتی ہے۔ وہ دوپہر 1 بجے سے شام 4 بجے تک سفر کرتا ہے۔ پھر وہ 6 میل فی گھنٹہ کی رفتار سے واپس آتا ہے۔ اسے واپس آنے میں کتنا وقت لگے گا؟,5,"<reasoning>
ٹام کی کشتی 10 میل فی گھنٹہ کی رفتار سے سفر کر سکتی ہے۔ وہ دوپہر 1 بجے سے شام 4 بجے تک سفر کرتا ہے۔ یہ وقت 3 گھنٹے ہے۔ اس لیے، سفر کی کل فاصلہ 10 میل فی گھنٹہ × 3 گھنٹے = 30 میل ہے۔

اب، ٹام واپس آنے کے لیے 6 میل فی گھنٹہ کی رفتار سے سفر کرے گا۔ یہ 6 میل فی گھنٹہ کی رفتار ہے، اور فاصلہ 30 میل ہے۔

واپسی کے لیے لگنے والے وقت = فاصلہ / رفتار = 30 میل / 6 میل فی گھنٹہ = 5 گھنٹے
</reasoning>

<SOLUTION>5 گھنٹے</SOLUTION>",True
52,یوریا کا بستہ اس کے لیے بہت بھاری ہو گیا ہے۔ اسے اس میں سے 15 پاؤنڈ وزن کم کرنے کی ضرورت ہے۔ اس کی ہر کامک بک کا وزن 1/4 پاؤنڈ اور ہر کھلونے کا وزن 1/2 پاؤنڈ ہے۔ اگر وہ 30 کامک بکس نکال دے، تو اسے کتنے کھلونے نکالنے پڑیں گے؟,15,"<reasoning>
یوریا کا بستہ 15 پاؤنڈ کم کرنے کی ضرورت ہے۔ ہر کامک بک کا وزن 1/4 پاؤنڈ ہے، اور ہر کھلونے کا وزن 1/2 پاؤنڈ ہے۔ اگر وہ 30 کامک بک نکال دے، تو 30 کامک بک کا وزن 30 × 1/4 = 7.5 پاؤنڈ ہوگا۔ اب 15 پاؤنڈ کم کرنے میں 7.5 پاؤنڈ کم ہو چکا ہے، اب باقی 15 - 7.5 = 7.5 پاؤنڈ کم کرنے کی ضرورت ہے۔ ہر کھلونے کا وزن 1/2 پاؤنڈ ہے، اس لیے 7.5 ÷ 1/2 = 15 کھلونے نکالنا پڑیں گے۔
</reasoning>

<SOLUTION>15 کھلونے</SOLUTION>",True
53,ایک مکینک ٹرکوں اور کاروں کے ٹائروں کی مرمت کے لیے مختلف قیمتیں وصول کرتا ہے۔ وہ ٹرک کے ہر ٹائر کی مرمت کے 60 ڈالر اور کار کے ہر ٹائر کی مرمت کے 40 ڈالر لیتا ہے۔ جمعرات کو، اس نے 6 ٹرکوں کے ٹائر اور 4 کاروں کے ٹائر مرمت کیے۔ جمعہ کو، اس نے 12 کاروں کے ٹائر مرمت کیے اور ٹرک کا کوئی ٹائر مرمت نہیں کیا۔ جس دن زیادہ آمدنی ہوئی، اس دن مکینک نے دوسرے دن کے مقابلے میں کتنی زیادہ کمائی کی؟,40,"<reasoning>
ہمیں پتا ہے کہ مکینک ٹرک کے ہر ٹائر کی مرمت کے لیے 60 ڈالر اور کار کے ہر ٹائر کی مرمت کے لیے 40 ڈالر وصول کرتا ہے۔

جمعرات کو:
- 6 ٹرکوں کے ٹائر مرمت کیے گئے، جس کی قیمت 6 × 60 = 360 ڈالر ہے۔
- 4 کاروں کے ٹائر مرمت کیے گئے، جس کی قیمت 4 × 40 = 160 ڈالر ہے۔
جمعرات کی کل آمدنی = 360 + 160 = 520 ڈالر

جمعہ کو:
- 12 کاروں کے ٹائر مرمت کیے گئے، جس کی قیمت 12 × 40 = 480 ڈالر ہے۔
- ٹرک کا کوئی ٹائر مرمت نہیں کیا گیا، اس لیے ٹرک کی قیمت 0 ہے۔
جمعہ کی کل آمدنی = 480 + 0 = 480 ڈالر

جمعرات کی آمدنی 520 ڈالر اور جمعہ کی آمدنی 480 ڈالر ہے۔
جمعرات کی آمدنی جمعہ کی آمدنی سے 520 - 480 = 40 ڈالر زیادہ ہے۔
</reasoning>

<SOLUTION>40 ڈالر</SOLUTION>",True
54,ڈاؤٹ فائر بہنیں جانوروں کی ایک مقامی پناہ گاہ سے بلی کے 7 بچے گود لے کر گھر آ رہی تھیں، جب ان کی والدہ نے فون کر کے بتایا کہ ان کی گھر کی دو بلیوں نے بھی بچے دے دیے ہیں۔ وہ بتاتی ہیں کہ پہلی بلی، پیچی نے، گود لیے گئے بچوں کی تعداد سے تین گنا بچے دیے ہیں، جبکہ دوسری بلی، ٹرکسی نے 12 بچے دیے ہیں۔ اب ڈاؤٹ فائر خاندان کے پاس کُل کتنے بلی کے بچے ہیں؟,40,"<reasoning>
ڈاؤٹ فائر بہنیں کی گود لیے گئے بلی کے 7 بچے ہیں۔  
پہلی بلی پیچی نے گود لیے گئے بچوں کی تعداد سے تین گنا بچے دیے ہیں، جو 7 × 3 = 21 ہیں۔  
دوسری بلی ٹرکسی نے 12 بچے دیے ہیں۔  
کل بچوں کی تعداد = 7 (ڈاؤٹ فائر کے بچے) + 21 (پیچی کے بچے) + 12 (ٹرکسی کے بچے) = 40
</reasoning>

<SOLUTION>40 بلی کے بچے</SOLUTION>",True
55,جین کے پاس 30 لالی پاپس ہیں۔ جین نے 2 لالی پاپس کھا لیے۔ باقی لالی پاپس کے ساتھ، جین ہر بیگ میں 2 لالی پاپس پیک کرنا چاہتا ہے۔ جین کتنے بیگ بھر سکتا ہے؟,14,"<reasoning>
جین کے پاس اب 30 - 2 = 28 لالی پاپس باقی ہیں۔ جین ہر بیگ میں 2 لالی پاپس پیک کرنا چاہتا ہے۔ اس لیے، 28 لالی پاپس کو 2 کے گروہوں میں تقسیم کرنے پر 28 ÷ 2 = 14 بیگ ملیں گے۔
</reasoning>

<SOLUTION>14 بیگ</SOLUTION>",True
56,پیٹر اس ہفتے فلم دیکھنے جانے کا منصوبہ بنا رہا ہے۔ وہ ہمیشہ 7 ڈالر کا ٹکٹ اور 7 ڈالر کے پاپ کارن لیتا ہے۔ اگر اس کے پاس ہفتے کے لیے 42 ڈالر ہیں، تو وہ کتنی بار فلم دیکھنے جا سکتا ہے؟,3,"<reasoning>
پیٹر ہر بار فلم دیکھنے کے لیے 7 ڈالر کا ٹکٹ اور 7 ڈالر کا پاپ کارن لیتا ہے۔ اس کا کل خرچ ہر بار 7 + 7 = 14 ڈالر ہوتا ہے۔ اگر اس کے پاس 42 ڈالر ہیں، تو وہ 42 ÷ 14 = 3 بار فلم دیکھنے جا سکتا ہے۔
</reasoning>

<SOLUTION>3 بار</SOLUTION>",True
57,لکڑی کا ایک پُل زیادہ سے زیادہ 5000 پاؤنڈ وزن برداشت کر سکتا ہے۔ اس پُل پر سے ایک ڈلیوری ٹرک گزرے گا جس میں ایک جیسے ڈبے لدے ہوئے ہیں، اور ہر ڈبے کا وزن 15 پاؤنڈ ہے۔ ڈرائیور اور خالی ٹرک کا ملا کر وزن 3755 پاؤنڈ ہے۔ پُل کی وزن کی حد سے تجاوز کیے بغیر ٹرک پر زیادہ سے زیادہ کتنے ڈبے لادے جا سکتے ہیں؟,83,"<reasoning>
پُل کی مجازی وزن کی حد 5000 پاؤنڈ ہے۔ ڈرائیور اور خالی ٹرک کا وزن 3755 پاؤنڈ ہے۔ اس لیے ٹرک پر لادے جانے والے ڈبے کا کل وزن 5000 - 3755 = 1245 پاؤنڈ ہو سکتا ہے۔  
ہر ڈبے کا وزن 15 پاؤنڈ ہے۔  
ٹرک پر زیادہ سے زیادہ ڈبے کی تعداد = 1245 ÷ 15 = 83  
ایک ڈبے کا وزن 15 پاؤنڈ ہے، اس لیے 83 ڈبے کا کل وزن 83 × 15 = 1245 پاؤنڈ ہوگا۔  
یہ پُل کی مجازی وزن کی حد سے کم ہے۔  
اگر 84 ڈبے لادے گئے تو کل وزن 84 × 15 = 1260 پاؤنڈ ہوگا، جو پُل کی مجازی وزن کی حد سے تجاوز کرے گا۔  
چونکہ 83 ڈبے کا وزن پُل کی مجازی حد سے کم ہے، اس لیے ٹرک پر زیادہ سے زیادہ 83 ڈبے لادے جا سکتے ہیں۔
</reasoning>

<SOLUTION>83</SOLUTION>",True
58,اسٹیفن نے گروسری کا آن لائن آرڈر کیا۔ اس کا کل بل 40.00 ڈالر بنا۔ چونکہ یہ ڈیلیوری ایک وینڈر کے ذریعے کی گئی تھی، اس لیے انہوں نے اس کے کل بل پر 25 فیصد فیس اور 3.00 ڈالر ڈیلیوری چارجز لگائے۔ اسٹیفن نے 4.00 ڈالر کی ٹپ بھی دی۔ ان اضافی چارجز کے بعد، اسٹیفن کے سودے کی کل قیمت کیا تھی؟,57,"<reasoning>
اسٹیفن کا اصل بل 40.00 ڈالر تھا۔ اس پر 25 فیصد فیس لگائی گئی، جو 40.00 × 0.25 = 10.00 ڈالر ہے۔ اس کے علاوہ 3.00 ڈالر کی ڈیلیوری چارجز اور 4.00 ڈالر کی ٹپ بھی شامل ہے۔

کل اضافی چارجز = 10.00 + 3.00 + 4.00 = 17.00 ڈالر

کل قیمت = 40.00 + 17.00 = 57.00 ڈالر
</reasoning>

<SOLUTION>57.00 ڈالر</SOLUTION>",True
59,ایک رس بھری کی جھاڑی میں 20 پھلوں کے 6 گچھے ہیں اور 67 انفرادی پھل جھاڑی پر بکھرے ہوئے ہیں۔ کل ملا کر کتنی رس بھریاں ہیں؟,187,"<reasoning>
ہمیں یہ معلوم ہے کہ 6 گچھوں میں 20 پھلوں کی رس بھری ہوئی ہیں اور 67 انفرادی پھل جھاڑی پر بکھرے ہوئے ہیں۔ ہمیں کل کتنی رس بھریاں ہیں یہ پتہ لگانا ہے۔

پہلے ہم 6 گچھوں میں 20 پھلوں کی رس بھری ہوئی ہے۔ اس کے بعد 67 انفرادی پھل بکھرے ہوئے ہیں۔ ہم ان دونوں کو ایک ساتھ جمع کریں گے۔

6 گچھوں میں 20 پھلوں کی رس بھری ہوئی ہے، اس لیے 6 × 20 = 120 رس بھری ہوئی ہیں۔

اب 120 رس بھری ہوئی ہیں اور 67 انفرادی پھل بکھرے ہوئے ہیں۔

کل رس بھریاں = 120 + 67 = 187
</reasoning>

<SOLUTION>187 رس بھریاں</SOLUTION>",True
60,ایک ٹوکری میں 25 مالٹے ہیں، جن میں سے 1 خراب، 20 فیصد کچے اور 2 کھٹے ہیں، جبکہ باقی اچھے ہیں۔ اچھے مالٹوں کی تعداد کتنی ہے؟,17,"<reasoning>
ہمیں دی گئی تعداد 25 مالٹے ہیں۔ اس میں سے 1 خراب، 20 فیصد کچے اور 2 کھٹے ہیں۔ پہلے ہم 20 فیصد کچے مالٹوں کی تعداد پتہ لگائیں گے۔

20 فیصد 25 کا ہے:
$$
20\% \times 25 = 0.20 \times 25 = 5
$$
تو 5 کچے مالٹے ہیں۔

اب ہم خراب، کچے اور کھٹے مالٹوں کی کل تعداد پتہ لگائیں گے:
$$
1 \, (\text{خراب}) + 5 \, (\text{کچے}) + 2 \, (\text{کھٹے}) = 8
$$

کل مالٹوں کی تعداد 25 ہے، تو اچھے مالٹوں کی تعداد:
$$
25 - 8 = 17
$$
</reasoning>

<SOLUTION>17</SOLUTION>",True
61,جینیٹ اپنی بیٹی کے لیے ایک بروچ خریدتی ہے۔ وہ اسے بنانے کے مواد کے لیے 500 ڈالر ادا کرتی ہے اور پھر جیولر کو اسے تیار کرنے کے لیے 800 ڈالر دیتی ہے۔ اس کے بعد، وہ اس کی انشورنس کروانے کے لیے اس رقم کا 10 فیصد ادا کرتی ہے۔ اس نے کل کتنی رقم ادا کی؟,1430,"<reasoning>
جینیٹ نے اپنی بیٹی کے لیے بروچ خریدنے کے لیے 3 مرحلے میں رقم ادا کی۔ پہلے وہ مواد کے لیے 500 ڈالر دی۔ دوسرے، جیولر کو تیار کرنے کے لیے 800 ڈالر دی۔ تیسرے، انشورنس کروانے کے لیے اس رقم کا 10 فیصد دی۔ انشورنس کے لیے دی گئی رقم 800 ڈالر کا 10 فیصد ہے، جو 80 ڈالر ہے۔ اب ہم تمام رقموں کو جمع کر کے کل رقم پتہ لگائیں گے: 500 + 800 + 80 = 1380 ڈالر۔
</reasoning>

<SOLUTION>1380 ڈالر</SOLUTION>",False
62,"اگر مارسی ایک ہی کمپنی میں 40 سال کام کرے تو اسے 50,000 ڈالر سالانہ پنشن ملتی ہے۔ 20 سال کی ملازمت کے بعد، وہ ہر اضافی سال کے لیے پنشن کی کل رقم کے 5 فیصد کی حقدار ہو جاتی ہے۔ اگر وہ 30 سال بعد نوکری چھوڑ دیتی ہے تو اس کی سالانہ پنشن کتنی ہوگی؟",25000,"<reasoning>
مارسی نے 20 سال کی ملازمت کے بعد، ہر اضافی سال کے لیے پنشن کی کل رقم کے 5 فیصد کی حقدار حاصل کر لی۔ اس کی مجموعی ملازمت کی دوسری سالگرہ 30 سال ہے، جس میں 20 سال کی ملازمت کے بعد 10 اضافی سال ہیں۔ اس لیے، اس کی سالانہ پنشن 50,000 ڈالر کے 5 فیصد یعنی 2,500 ڈالر کی حقدار ہو جاتی ہے۔
</reasoning>

<SOLUTION>2,500 ڈالر</SOLUTION>",False
63,علینہ نے ایک اسٹریمنگ سروس کی سبسکرپشن لی جو اس سے ماہانہ 140 ڈالر وصول کرتی ہے۔ اگر اسٹریمنگ کمپنی نے سال کے پہلے چھ مہینوں کے لیے اس سے یہی ابتدائی رقم وصول کی اور پھر سال کے باقی چھ مہینوں میں 10 فیصد کم رقم وصول کی، تو حساب لگائیں کہ سال کے آخر تک اس نے اسٹریمنگ سروس کے لیے کل کتنی رقم ادا کی۔,1596,"<reasoning>
علینہ نے ایک اسٹریمنگ سروس کی سبسکرپشن لی جو ماہانہ 140 ڈالر وصول کرتی ہے۔ اسٹریمنگ کمپنی نے سال کے پہلے چھ مہینوں میں ہر مہینے 140 ڈالر وصول کیا۔ پھر سال کے باقی چھ مہینوں میں 10 فیصد کم رقم وصول کی، یعنی 140 کے 10 فیصد 14 ہے، جس کو 140 سے گھٹا کر 126 ڈالر رہ جاتا ہے۔ اب ہم چھ مہینوں کے لیے 140 ڈالر اور چھ مہینوں کے لیے 126 ڈالر کا حساب لگائیں گے۔
</reasoning>

<SOLUTION>
سال کے پہلے چھ مہینوں میں 140 × 6 = 840 ڈالر  
سال کے آخری چھ مہینوں میں 126 × 6 = 756 ڈالر  
کل رقم = 840 + 756 = 1596 ڈالر  
</SOLUTION>",True
64,صوفیہ اپنی گاڑی میں ایک لمبے سفر پر جانے کا سوچ رہی ہے، اور وہ یہ جاننا چاہتی ہے کہ وہ گیس کی ایک بھری ہوئی ٹینکی میں کتنا فاصلہ طے کر سکتی ہے۔ اس نے پچھلی بار ٹینکی بھروانے کے بعد 100 میل کا سفر کیا، اور اسے دوبارہ بھرنے کے لیے 4 گیلن گیس کی ضرورت پڑی۔ اس کی گاڑی کے مینول کے مطابق، اس کی ٹینکی میں 12 گیلن گیس آتی ہے۔ صوفیہ گیس کی ایک بھری ہوئی ٹینکی میں کتنے میل کا سفر کر سکتی ہے؟,300,"<reasoning>
صوفیہ نے پچھلی بار 100 میل کا سفر کیا اور اسے 4 گیلن گیس کی ضرورت پڑی۔ یہ ہے کہ 4 گیلن گیس سے 100 میل کا سفر ممکن ہے۔ اس لیے 1 گیلن گیس سے 100/4 = 25 میل کا سفر ممکن ہے۔ اس کی ٹینکی میں 12 گیلن گیس آتی ہے، اس لیے 12 گیلن گیس سے 12 × 25 = 300 میل کا سفر ممکن ہے۔
</reasoning>

<SOLUTION>300 میل</SOLUTION>",True
65,جم 2 گھنٹے ٹی وی دیکھتا ہے اور پھر آدھے وقت کے لیے پڑھتا ہے۔ وہ یہ ہفتے میں 3 بار کرتا ہے۔ 4 ہفتوں میں وہ ٹی وی دیکھنے اور پڑھنے میں کل کتنے گھنٹے گزارتا ہے؟,36,"<reasoning>
جم 2 گھنٹے ٹی وی دیکھتا ہے اور پھر آدھے وقت کے لیے پڑھتا ہے۔ یعنی 2 گھنٹے ٹی وی دیکھتا ہے اور 1 گھنٹہ پڑھتا ہے۔ ہر دن کل 3 گھنٹے لگ جاتے ہیں (2 + 1 = 3)۔ وہ ہفتے میں 3 بار کرتا ہے، یعنی ہر ہفتے 3 × 3 = 9 گھنٹے۔ 4 ہفتوں میں 4 × 9 = 36 گھنٹے۔
</reasoning>

<SOLUTION>36 گھنٹے</SOLUTION>",True
66,ایک باسکٹ بال ٹورنامنٹ میں چار اسکول حصہ لے رہے ہیں۔ ہر اسکول نے لڑکیوں اور لڑکوں کی ایک ایک ٹیم بھیجی ہے اور ہر ٹیم میں 5 کھلاڑی ہیں۔ ہر اسکول نے ہر ٹیم کے لیے ایک کوچ بھی بھیجا ہے۔ کُل ملا کر تمام اسکولوں نے کتنے لوگ بھیجے ہیں؟,48,"<reasoning>
ہر اسکول نے دو ٹیمیں بھیجی ہیں (لڑکیوں کی ایک اور لڑکوں کی ایک)۔ ہر ٹیم میں 5 کھلاڑی ہیں، اس لیے ہر اسکول کے لیے کھلاڑیوں کی کل تعداد 5 × 2 = 10 ہے۔ اس کے علاوہ ہر ٹیم کے لیے ایک کوچ بھی بھیجا ہے، اس لیے ہر اسکول کے لیے کوچوں کی تعداد 2 ہے۔ اس طرح ہر اسکول کے لیے کل لوگوں کی تعداد 10 (کھلاڑی) + 2 (کوچ) = 12 ہے۔ چونکہ چار اسکول ہیں، تو کل لوگوں کی تعداد 12 × 4 = 48 ہے۔
</reasoning>

<SOLUTION>48</SOLUTION>",True
67,ایک خزانہ تلاش کرنے والے کو جواہرات سے بھرا ہوا ایک دفن شدہ صندوق ملا۔ اس میں 175 ہیرے، ہیروں کے مقابلے 35 کم یاقوت، اور یاقوتوں کی تعداد سے دوگنے زمرد تھے۔ صندوق میں کل کتنے جواہرات تھے؟,595,"<reasoning>
ہیرے کی تعداد 175 ہیں۔  
یاقوت کی تعداد ہیرے سے 35 کم ہے، جس کی تعداد 175 - 35 = 140 ہے۔  
زمرد کی تعداد یاقوتوں کی تعداد کی دوگنی ہے، جس کی تعداد 140 × 2 = 280 ہے۔  
کل جواہرات کی تعداد = ہیرے + یاقوت + زمرد = 175 + 140 + 280 = 595
</reasoning>

<SOLUTION>595</SOLUTION>",True
